"","track_name","album_name.y","track_number","lyrics_body","duration_ms"
"93","I Wish You Would (Taylor's Version)","1989 (Taylor's Version) [Deluxe]",7,"It's 2 a.m. in your car Windows down, you pass my street, the memories start You say, ""It's in the past"", you drive straight ahead You're thinkin' that I hate you now 'Cause you still don't know what I never said  I wish you would come back Wish I never hung up the phone like I did, I Wish you knew that I'd never forget you as long as I live and I Wish you were right here, right now, it's all good I wish you would  It's 2 a.m. in my room Headlights pass the window pane, I think of you We're a crooked love in a straight line down Makes you wanna run and hide Then it makes you turn right back around  I wish you would come back Wish I never hung up the phone like I did, I Wish you knew that I'd never forget you as long as I live and I Wish you were right here, right now, it's all good I wish you would  I wish we could go back And remember what we were fightin' for and I ...  ******* This Lyrics is NOT for Commercial use ******* (1409624132591)",207650
"94","I'm Only Me When I'm With You","Taylor Swift",12,"Friday night beneath the stars In a field behind your yard You and I are painting pictures in the sky And sometimes we don't say a thing Just listen to the crickets sing Everything I need is right here by my side  And I know everything about you I don't wanna live without you  I'm only up when you're not down Don't wanna fly if you're still on the ground It's like no matter what I do Well, you drive me crazy half the time The other half I'm only trying to Let you know that what I feel is true ...  ******* This Lyrics is NOT for Commercial use ******* (1409624132591)",213053
"95","If This Was A Movie (Taylor’s Version)","The More Fearless (Taylor’s Version) Chapter",5,"Last night I heard my own heart beating Sounded like footsteps on my stairs Six months gone, and I'm still reaching Even though I know you're not there  I was playing back a thousand memories, baby Thinking 'bout everything we've been through Maybe I've been going back too much lately When time stood still, and I had you  Come back, come back, come back to me like You would, you would if this was a movie Stand in the rain outside 'til I came out Come back, come back, come back to me like You could, you could, if you just said you're sorry I know that we could work it out somehow But if this was a movie, you'd be here by now  I know people change, and these things happen But I remember how it was back then Wrapped up in your arms, and our friends are laughing ...  ******* This Lyrics is NOT for Commercial use ******* (1409624132591)",237022
"96","illicit affairs","folklore (deluxe version)",10,"Make sure nobody sees you leave Hood over your head, keep your eyes down Tell your friends you're out for a run You'll be flushed when you return Take the road less traveled by Tell yourself you can always stop What started in beautiful rooms Ends with meetings in parking lots  And that's the thing about illicit affairs And clandestine meetings and longing stares It's born from just one single glance But it dies, and it dies, and it dies A million little times  ...  ******* This Lyrics is NOT for Commercial use ******* (1409624132591)",190893
"97","Innocent (Taylor's Version)","Speak Now (Taylor's Version)",11,"I guess you really did it this time Left yourself in your warpath Lost your balance on a tightrope Lost your mind tryin' to get it back  Wasn't it easier in your lunchbox days? Always a bigger bed to crawl into Wasn't it beautiful when you believed in everything And everybody believed in you?  It's alright, just wait and see Your string of lights is still bright to me Oh, who you are is not where you've been You're still an innocent You're still an innocent  Did some things you can't speak of But at night you live it all again You wouldn't be shattered on the floor now ...  ******* This Lyrics is NOT for Commercial use ******* (1409624132591)",301221
"98","Invisible","Taylor Swift",13,"She can't see the way your eyes Light up when you smile She'll never notice how you stop and stare Whenever she walks by And you can't see me wanting you the way you want her But you are everything to me  And I just wanna show you She don't even know you She's never gonna love you like I want to And you just see right through me But if you only knew me We could be a beautiful miracle, unbelievable Instead of just invisible  There's a fire inside of you ...  ******* This Lyrics is NOT for Commercial use ******* (1409624132591)",203226
"99","invisible string","folklore (deluxe version)",11,"Green was the color of the grass Where I used to read at Centennial Park I used to think I would meet somebody there Teal was the color of your shirt when you were 16 at the yogurt shop You used to work at to make a little money  Time, curious time Gave me no compasses, gave me no signs Were there clues I didn't see? And isn't it just so pretty to think All along there was some Invisible string Tying you to me? Ooh-ooh-ooh-ooh-ooh  Bad was the blood of the song in the cab on your first trip to L.A. You ate at my favorite spot for dinner Bold was the waitress on our three year trip Getting lunch down by the Lakes ...  ******* This Lyrics is NOT for Commercial use ******* (1409624132591)",252880
"100","Is It Over Now? (Taylor's Version) (From The Vault)","1989 (Taylor's Version) [Deluxe]",21,"Once the flight had flown (ah-ha) With the wilt of the rose (ah-ha) I slept all alone (ah-ha) You still wouldn't go  Let's fast forward to 300 takeout coffees later I see your profile and your smile on unsuspecting waiters You dream of my mouth before it called you a lying traitor You search in every maiden's bed for something greater Baby, was it over when she laid down on your couch? Was it over when he unbuttoned my blouse? ""Come here,"" I whispered in your ear in your dream as you passed out Baby, was it over then And is it over now?  When you lost control (ah-ha) Red blood, white snow (ah-ha) Blue dress on a boat (ah-ha) ...  ******* This Lyrics is NOT for Commercial use ******* (1409624132591)",229477
"101","It’s Nice To Have A Friend","Lover",17,"School bell rings, walk me home Sidewalk chalk covered in snow Lost my gloves, you give me one ""Wanna hang out?"" ""Yeah, sounds like fun"" Video games You pass me a note Sleeping in tents  It's nice to have a friend It's nice to have a friend  Light pink sky ...  ******* This Lyrics is NOT for Commercial use ******* (1409624132591)",150440
"102","it’s time to go - bonus track","evermore (deluxe version)",17,"When your dinner is cold and the chatter gets old You ask for the tab Or that moment again, he's insisting that friends Look at each other like that  When the words of a sister come back in whispers That prove she was not in fact what she seemed Not a twin from your dreams She's a crook who was caught  That old familiar body ache The snaps from the same little breaks in your soul You know when it's time to go  20 years at your job Then the son of the boss gets the spot that was yours Or trying to stay for the kids When keeping it how it is will only break their hearts worse  That old familiar body ache The snaps from the same little breaks in your soul You know when it's time to go  ...  ******* This Lyrics is NOT for Commercial use ******* (1409624132591)",254640
"103","ivy","evermore (deluxe version)",10,"How's one to know? I'd meet you where the spirit meets the bones In a faith-forgotten land In from the snow Your touch brought forth an incandescent glow Tarnished, but so grand  And the old widow goes to the stone every day But I don't, I just sit here and wait Grieving for the living  Oh, goddamn My pain fits in the palm of your freezing hand Taking mine but it's been promised to another Oh, I can't Stop you putting roots in my dreamland My house of stone, your ivy grows And now I'm covered in you  I wish to know The fatal flaw that makes you long to be Magnificently cursed He's in the room Your opal eyes are all I wish to see He wants what's only yours ...  ******* This Lyrics is NOT for Commercial use ******* (1409624132591)",260440
"104","Jump Then Fall (Taylor’s Version)","Fearless (Taylor's Version)",14,"I like the way you sound in the morning We're on the phone and without a warning I realize your laugh is the best sound I have ever heard I like the way I can't keep my focus I watch you talk, you didn't notice I hear the words but all I can think is We should be together  Every time you smile, I smile And every time you shine, I'll shine for you  Whoa, oh, I'm feeling you, baby Don't be afraid to jump then fall Jump then fall into me Baby, I'm never gonna leave you Say that you wanna be with me too 'Cause I'ma stay through it all So jump then fall  Well, I like the way your hair falls in your face ...  ******* This Lyrics is NOT for Commercial use ******* (1409624132591)",237580
"105","Karma","Midnights (The Til Dawn Edition)",11,"You're talking shit for the hell of it Addicted to betrayal, but you're relevant You're terrified to look down 'Cause if you dare, you'll see the glare Of everyone you burned just to get there It's coming back around  And I keep my side of the street clean You wouldn't know what I mean  'Cause karma is my boyfriend Karma is a god Karma is the breeze in my hair on the weekend Karma's a relaxing thought Aren't you envious that for you it's not? Sweet like honey, karma is a cat Purring in my lap 'cause it loves me Flexing like a goddamn acrobat Me and karma vibe like that  Spider-boy, king of thieves Weave your little webs of opacity My pennies made your crown ...  ******* This Lyrics is NOT for Commercial use ******* (1409624132591)",204852
"106","Karma (feat. Ice Spice)","Midnights (The Til Dawn Edition)",23,"Karma is that girl, like (grah)  You're talkin' shit for the hell of it Addicted to betrayal but you're relevant You're terrified to look down 'Cause if you dare, you'll see the glare Of everyone you burned just to get there It's coming back around  And I keep my side of the street clean You wouldn't know what I mean  'Cause karma is my boyfriend Karma is a god Karma is the breeze in my hair on the weekend Karma's a relaxing thought Aren't you envious that for you it's not? Sweet like honey, karma is a cat Purring in my lap 'cause it loves me Flexing like a goddamn acrobat Me and karma vibe like that  Karma is your checks 'bout to bounce (damn) Karma is the fire in your house (grah) And she 'bout to pop up unannounced (like) ...  ******* This Lyrics is NOT for Commercial use ******* (1409624132591)",201493
"107","King Of My Heart","reputation",10,"I'm perfectly fine, I live on my own I made up my mind I'm better off being alone We met a few weeks ago Now you try on calling me ""Baby"" Like trying on clothes  Salute to me, I'm your American queen And you move to me like I'm a Motown beat And we rule the kingdom inside my room 'Cause all the boys in their expensive cars With their Range Rovers and their Jaguars Never took me quite where you do  And all at once You are the one I have been waiting for King of my heart, body and soul, oh-whoa And all at once, you're all I want I'll never let you go King of my heart, body and soul, oh-whoa  And all at once I've been waiting, waiting... oh-whoa, oh-whoa And all at once, you are the one I have been waiting, waiting... Body and soul, oh-whoa And all at once ...  ******* This Lyrics is NOT for Commercial use ******* (1409624132591)",214320
"108","Labyrinth","Midnights (The Til Dawn Edition)",10,"It only hurts this much right now Was what I was thinking the whole time Breathe in, breathe through Breathe deep, breathe out I'll be getting over you my whole life You know how scared I am of elevators Never trust it if it rises fast It can't last  Uh oh, I'm falling in love Oh no, I'm falling in love again Oh, I'm falling in love I thought the plane was going down How'd you turn it right around  ...  ******* This Lyrics is NOT for Commercial use ******* (1409624132591)",247962
"109","Last Kiss (Taylor's Version)","Speak Now (Taylor's Version)",13,"I still remember the look on your face Lit through the darkness at 1:58 The words that you whispered for just us to know You told me you loved me So why did you go away?  Away  I do recall now, the smell of the rain Fresh on the pavement, I ran off the plane That July ninth, the beat of your heart It jumps through your shirt I can still feel your arms  But now I'll go Sit on the floor wearing your clothes All that I know is I don't know How to be something you miss  I never thought we'd have a last kiss I never imagined we'd end like this Your name, forever the name on my lips ...  ******* This Lyrics is NOT for Commercial use ******* (1409624132591)",369120
"110","Lavender Haze","Midnights (The Til Dawn Edition)",1,"Meet me at midnight ...  Staring at the ceiling with you Oh, you don't ever say too much And you don't really read into My melancholia  I been under scrutiny You handle it beautifully All of this is new to me  I feel the lavender haze creeping up on me Surreal I'm damned if I do give a damn what people say No deal The 1950s sh- they want from me I just wanna stay in that lavender haze  All they keep asking me ...  ******* This Lyrics is NOT for Commercial use ******* (1409624132591)",202395
"111","London Boy","Lover",11,"(We can go driving in, on my scooter) (Ah, you know, just 'round London)  I love my hometown As much as Motown, I love SoCal And you know I love Springsteen Faded blue jeans, Tennessee whiskey  But something happened, I heard him laughing I saw the dimples ﬁrst and then I heard the accent They say home is where the heart is But that's not where mine lives  You know I love a London boy I enjoy walking Camden Market in the afternoon He likes my American smile Like a child when our eyes meet Darling, I fancy you  Took me back to Highgate Met all of his best mates So I guess all the rumors are true You know I love a London boy Boy, I fancy you, ooh  And now I love high tea Stories from Uni and the West End ...  ******* This Lyrics is NOT for Commercial use ******* (1409624132591)",190240
"112","Long Live (Taylor's Version)","Speak Now (Taylor's Version)",14,"I said, ""Remember this moment"" In the back of my mind The time we stood with our shaking hands The crowds in stands went wild  We were the kings and the queens And they read off our names The night you danced like you knew our lives would never be the same  You held your head like a hero On a history book page It was the end of a decade But the start of an age  Long live the walls we crashed through How the kingdom lights shined just for me and you I was screaming, ""Long live all the magic we made And bring on all the pretenders"" One day, we will be remembered  I said, ""Remember this feeling"" I passed the pictures around Of all the years that we stood there on the sidelines Wishing for right now  We are the kings and the queens ...  ******* This Lyrics is NOT for Commercial use ******* (1409624132591)",317960
"113","long story short","evermore (deluxe version)",12,"Fatefully I tried to pick my battles 'til the battle picked me Misery Like the war of words I shouted in my sleep And you passed right by I was in the alley, surrounded on all sides The knife cuts both ways If the shoe fits, walk in it 'til your high heels break  And I fell from the pedestal Right down the rabbit hole Long story short, it was a bad time Pushed from the precipice Clung to the nearest lips Long story short, it was the wrong guy  Now I'm all about you I'm all about you, ah Yeah, yeah I'm all about you, ah Yeah, yeah  Actually I always felt I must look better in the rear view Missing me At the golden gates they once held the keys to When I dropped my sword ...  ******* This Lyrics is NOT for Commercial use ******* (1409624132591)",215920
"114","Look What You Made Me Do","reputation",6,"I don't like your little games Don't like your tilted stage The role you made me play of the fool No, I don't like you  I don't like your perfect crime How you laugh when you lie You said the gun was mine Isn't cool, no, I don't like you (oh!)  But I got smarter, I got harder in the nick of time Honey, I rose up from the dead, I do it all the time I got a list of names, and yours is in red, underlined I check it once, then I check it twice, oh!  Ooh, look what you made me do Look what you made me do Look what you just made me do Look what you just made me... Ooh, look what you made me do Look what you made me do Look what you just made me do Look what you just made me do  I (I) don't (don't) like your kingdom keys (keys) They (they) once belonged to me (me) You (you) asked me for a place to sleep ...  ******* This Lyrics is NOT for Commercial use ******* (1409624132591)",211853
"115","Love Story (Taylor’s Version)","Fearless (Taylor's Version)",3,"We were both young when I first saw you I close my eyes and the flashback starts I'm standing there On a balcony in summer air  See the lights, see the party, the ball gowns See you make your way through the crowd And say ""Hello"" Little did I know  That you were Romeo, you were throwing pebbles And my daddy said, ""Stay away from Juliet"" And I was crying on the staircase Begging you, ""Please don't go"" And I said  ""Romeo take me somewhere we can be alone I'll be waiting, all there's left to do is run You'll be the prince, and I'll be the princess It's a love story, baby, just say yes""  ...  ******* This Lyrics is NOT for Commercial use ******* (1409624132591)",235766
"116","Lover","Lover",3,"We could leave the Christmas lights up 'til January And this is our place, we make the rules And there's a dazzling haze, a mysterious way about you dear Have I known you 20 seconds or 20 years?  Can I go where you go? Can we always be this close forever and ever? And ah, take me out, and take me home You're my, my, my, my Lover  We could let our friends crash in the living room This is our place, we make the call ...  ******* This Lyrics is NOT for Commercial use ******* (1409624132591)",221306
"117","mad woman","folklore (deluxe version)",12,"What did you think I'd say to that? Does a scorpion sting when fighting back? They strike to kill, and you know I will You know I will  What do you sing on your drive home? Do you see my face in the neighbor's lawn? Does she smile? Or does she mouth, ""Hate you forever""?  Every time you call me crazy, I get more crazy What about that? And when you say I seem angry, I get more angry  And there's nothing like a mad woman What a shame she went mad No one likes a mad woman You made her like that ...  ******* This Lyrics is NOT for Commercial use ******* (1409624132591)",237266
"118","marjorie","evermore (deluxe version)",13,"Never be so kind You forget to be clever  Never be so clever You forget to be kind  And if I didn't know better I'd think you were talking to me now If I didn't know better I'd think you were still around  What died didn't stay dead What died didn't stay dead You're alive, you're alive in my head What died didn't stay dead What died didn't stay dead You're alive, so alive  Never be so polite You forget your power  Never wield such power You forget to be polite ...  ******* This Lyrics is NOT for Commercial use ******* (1409624132591)",257773
"119","Maroon","Midnights (The Til Dawn Edition)",2,"When the morning came, we Were cleaning incense off your Vinyl shelf 'cause we lost track of time again Laughing with my feet in your lap Like you were my closest friend ""How'd we end up on the floor anyway?"", you say ""Your roommate's cheap-ass screw-top rosé, that's how"" I see you every day now  And I chose you The one I was dancing with In New York, no shoes Looked up at the sky and it was The burgundy on my t-shirt when you splashed your wine into me And how the blood rushed into my cheeks, so scarlet, it was The mark they saw on my collarbone, the rust that grew between telephones ...  ******* This Lyrics is NOT for Commercial use ******* (1409624132591)",218270
"120","Mary's Song (Oh My My My)","Taylor Swift",10,"She said, I was seven and you were nine I looked at you like the stars that shine In the sky, the pretty lights And our daddies used to joke about the two of us Growing up and falling in love and our mamas smiled And rolled their eyes and said oh my my my  Take me back to the house in the backyard tree Said you'd beat me up, you were bigger than me You never did, you never did Take me back when our world was one block wide I dared you to kiss me and ran when you tried Just two kids, you and I Oh my my my my  ...  ******* This Lyrics is NOT for Commercial use ******* (1409624132591)",213080
"121","Mastermind","Midnights (The Til Dawn Edition)",13,"Once upon a time The planets and the fates and all the stars aligned You and I ended up in the same room at the same time  And the touch of a hand lit the fuse Of a chain reaction of countermoves To assess the equation of you Checkmate, I couldn't lose  What if I told you none of it was accidental? And the first night that you saw me Nothing was gonna stop me I laid the groundwork, and then just like clockwork The dominoes cascaded in a line What if I told you I'm a mastermind? And now you're mine It was all by design ...  ******* This Lyrics is NOT for Commercial use ******* (1409624132591)",191039
"122","ME! (feat. Brendon Urie of Panic! At The Disco)","Lover",16,"I promise that you'll never find another like me  I know that I'm a handful baby, uh I know I never think before I jump And you're the kind of guy the ladies want (And there's a lot of cool chicks out there)  I know that I went psycho on the phone I never leave well enough alone And trouble's gonna follow where I go (And there's a lot of cool chicks out there)  But one of these things is not like the others Like a rainbow with all of the colors Baby doll, when it comes to a lover I promise that you'll never find another like  Me-eh-eh, ooh-ooh-ooh-ooh-ooh I'm the only one of me Baby, that's the fun of me Eh-eh-eh, ooh-ooh-ooh-ooh-ooh You're the only one of you Baby, that's the fun of you And I promise that nobody's gonna love you like me-eh-eh  ...  ******* This Lyrics is NOT for Commercial use ******* (1409624132591)",193000
"123","Mean (Taylor's Version)","Speak Now (Taylor's Version)",6,"You, with your words like knives And swords and weapons that you use against me You have knocked me off my feet again Got me feeling like a nothing You, with your voice like nails on a chalkboard Calling me out when I'm wounded You, picking on the weaker man  Well, you can take me down With just one single blow But you don't know what you don't know  Someday, I'll be living in a big old city And all you're ever gonna be is mean Someday, I'll be big enough so you can't hit me And all you're ever gonna be is mean Why you gotta be so mean?  You, with your switching sides And your wildfire lies and your humiliation ...  ******* This Lyrics is NOT for Commercial use ******* (1409624132591)",238693
"124","Message In A Bottle (Taylor's Version) (From The Vault)","Message In A Bottle (Fat Max G Remix) (Taylor’s Version)",2,"I know that you like me And it's kinda frightening Standing here waiting, waiting And I became hypnotized By freckles and bright eyes Tongue-tied  But now, you're so far away, and I'm down Feeling like a face in the crowd I'm reaching for you, terrified  'Cause you could be the one that I love I could be the one that you dream of A message in a bottle is all I can do Standing here, hoping it gets to you You could be the one that I keep And I, I, I could be the reason you can't sleep at night A message in a bottle is all I can do Standing here, hoping it gets to you ...  ******* This Lyrics is NOT for Commercial use ******* (1409624132591)",225963
"125","Midnight Rain","Midnights (The Til Dawn Edition)",6,"Rain, he wanted it comfortable I wanted that pain He wanted a bride I was making my own name Chasing that fame He stayed the same All of me changed like midnight  My town was a wasteland Full of cages, full of fences Pageant queens and big pretenders But for some, it was paradise  My boy was a montage A slow-motion, love potion Jumping off things in the ocean I broke his heart 'cause he was nice  He was sunshine, I was midnight rain He wanted it comfortable I wanted that pain He wanted a bride ...  ******* This Lyrics is NOT for Commercial use ******* (1409624132591)",174782
"126","Mine (Taylor's Version)","Speak Now (Taylor's Version)",1,"Ah-ah, ah  Ah-ah, ah  You were in college, working part-time, waiting tables Left a small town, never looked back I was a flight risk, with a fear of falling Wondering why we bother with love, if it never lasts  I say, ""Can you believe it?"" As we're lying on the couch The moment, I can see it Yes, yes, I can see it now  Do you remember we were sitting there by the water? You put your arm around me for the first time You made a rebel of a careless man's careful daughter You are the best thing that's ever been mine  Flash forward, and we're taking on the world together And there's a drawer of my things at your place ...  ******* This Lyrics is NOT for Commercial use ******* (1409624132591)",231706
"127","mirrorball","folklore (deluxe version)",6,"I want you to know I'm a mirrorball I'll show you every version of yourself tonight I'll get you out on the floor Shimmering beautiful And when I break, it's in a million pieces  Hush, when no one is around, my dear You'll find me on my tallest tiptoes Spinnin' in my highest heels, love Shinin' just for you  Hush, I know they said the end is near But I'm still on my tallest tiptoes Spinnin' in my highest heels, love Shinin' just for you ...  ******* This Lyrics is NOT for Commercial use ******* (1409624132591)",208973
"128","Miss Americana & The Heartbreak Prince","Lover",7,"You know I adore you I'm crazier for you Than I was at 16 Lost in a film scene Waving homecoming queens Marching band playing I'm lost in the lights  American glory Faded before me Now I'm feeling hopeless Ripped up my prom dress Running through rose thorns I saw the scoreboard And ran for my life  No cameras catch my pageant smile I counted days, I counted miles To see you there, to see you there It's been a long time coming, but  It's you and me That's my whole world They whisper in the hallway, ""She's a bad, bad girl"" (okay) The whole school is rolling fake dice You play stupid games You win stupid prizes It's you and me There's nothing like this Miss Americana and The Heartbreak Prince (okay) We're so sad, we paint the town blue Voted most likely to run away with you  My team is losing Battered and bruising I see the high fives ...  ******* This Lyrics is NOT for Commercial use ******* (1409624132591)",234146
"129","Mr. Perfectly Fine (Taylor’s Version) (From The Vault)","Fearless (Taylor's Version)",22,"Mr. ""Perfect face"" Mr. ""Here to stay"" Mr. ""Looked me in the eye and told me you would never go away"" Everything was right Mr. ""I've been waiting for you all my life"" Mr. ""Every single day until the end, I will be by your side""  But that was when I got to know Mr. ""Change of heart"" Mr. ""Leaves me all alone,"" I fall apart It takes everything in me just to get up each day But it's wonderful to see that you're okay  Hello, Mr. ""Perfectly fine"" How's your heart after breaking mine? Mr. ""Always at the right place at the right time,"" baby Hello Mr. ""Casually cruel"" Mr. ""Everything revolves around you"" I've been Ms. ""Misery"" since your goodbye And you're Mr. ""Perfectly fine""  Mr. ""Never told you why"" Mr. ""Never had to see me cry"" ...  ******* This Lyrics is NOT for Commercial use ******* (1409624132591)",277591
"130","my tears ricochet","folklore (deluxe version)",5,"We gather here, we line up Weepin' in a sunlit room, and If I'm on fire, you'll be made of ashes too Even on my worst day, did I deserve, babe All the hell you gave me? 'Cause I loved you, I swear I loved you 'Til my dying day  I didn't have it in myself to go with grace And you're the hero flying around, saving face And if I'm dead to you, why are you at the wake? Cursing my name, wishing I stayed Look at how my tears ricochet  We gather stones, never knowing what they'll mean ...  ******* This Lyrics is NOT for Commercial use ******* (1409624132591)",255893
"131","Never Grow Up (Taylor's Version)","Speak Now (Taylor's Version)",8,"Your little hand's wrapped around my finger And it's so quiet in the world tonight Your little eyelids flutter 'cause you're dreaming So I tuck you in, turn on your favorite nightlight  To you, everything's funny You got nothing to regret I'd give all I have, honey If you could stay like that  Oh, darling, don't you ever grow up Don't you ever grow up, just stay this little Oh, darling, don't you ever grow up Don't you ever grow up, it could stay this simple  I won't let nobody hurt you Won't let no one break your heart And no one will desert you Just try to never grow up  And never grow up  You're in the car, on the way to the movies And you're mortified your mom's droppin' you off At fourteen, there's just so much you can't do ...  ******* This Lyrics is NOT for Commercial use ******* (1409624132591)",292920
"132","New Romantics (Taylor's Version)","1989 (Taylor's Version) [Deluxe]",16,"We're all bored, we're all so tired of everything We wait for trains that just aren't comin' We show off our different scarlet letters Trust me, mine is better We're so young, but we're on the road to ruin We play dumb but we know exactly what we're doin' We cry tears of mascara in the bathroom Honey, life is just a classroom (Ah-ah-ah-ah-ah-ah)  'Cause baby, I could build a castle Out of all the bricks they threw at me And every day is like a battle But every night with us is like a dream Baby, we're the new romantics, come on, come along with me Heartbreak is the national anthem, we sing it proudly We are too busy dancing to get knocked off our feet Baby, we're the new romantics The best people in life are free  We're all here, the lights and noise are blinding We hang back, it's all in the timing ...  ******* This Lyrics is NOT for Commercial use ******* (1409624132591)",230177
"133","New Year’s Day","reputation",15,"There's glitter on the floor after the party Girls carrying their shoes down in the lobby Candle wax and Polaroids on the hardwood floor You and me from the night before, but  Don't read the last page But I stay when you're lost, and I'm scared, and you're turning away I want your midnights But I'll be cleaning up bottles with you on New Year's Day  You squeeze my hand three times in the back of the taxi I can tell that it's gonna be a long road I'll be there if you're the toast of the town, babe Or if you strike out and you're crawling home  Don't read the last page But I stay when it's hard, or it's wrong, or we're making mistakes I want your midnights ...  ******* This Lyrics is NOT for Commercial use ******* (1409624132591)",235466
"134","no body, no crime (feat. HAIM)","evermore (deluxe version)",6,"He did it He did it  Este's a friend of mine We meet up every Tuesday night for dinner and a glass of wine Este's been losin' sleep Her husband's been actin' different, and it smells like infidelity  She says, ""That ain't my merlot on his mouth ""That ain't my jewelry on our joint account"" No, there ain't no doubt I think I'm gonna call him out  She says, ""I think he did it, but I just can't prove it"" I think he did it, but I just can't prove it I think he did it, but I just can't prove it No, no body, no crime But I ain't lettin' up until the day I die  No, no ...  ******* This Lyrics is NOT for Commercial use ******* (1409624132591)",215626
"135","Nothing New (feat. Phoebe Bridgers) (Taylor’s Version) (From The Vault)","Red (Taylor's Version)",23,"They tell you while you're young ""Girls, go out and have your fun"" Then they hunt and slay the ones who actually do it Criticize the way you fly when you're soarin' through the sky Shoots you down and then they sigh, and say ""She looks like she's been through it""  Lord, what will become of me Once I've lost my novelty?  I've had too much to drink tonight And I know it's sad, but this is what I think about And I wake up in the middle of the night It's like I can feel time moving How can a person know everything at 18 but nothing at 22? And will you still want me when I'm nothing new?  ...  ******* This Lyrics is NOT for Commercial use ******* (1409624132591)",258812
"136","Now That We Don't Talk (Taylor's Version) (From The Vault)","1989 (Taylor's Version) [Deluxe]",19,"You went to a party, I heard from everybody You part the crowd like the Red Sea, don't even get me started Did you get anxious, though, on the way home? I guess I'll never, ever know Now that we don't talk  You grew your hair long, you got new icons And from the outside, it looks like you're trying lives on I miss the old ways, you didn't have to change But I guess I don't have a say Now that we don't talk  I called my mom, she said that it was for the best Remind myself the more I gave, you'd want me less ...  ******* This Lyrics is NOT for Commercial use ******* (1409624132591)",146436
"137","Only The Young - Featured in Miss Americana","Only The Young (Featured in Miss Americana)",1,"It keeps me awake, the look on your face The moment you heard the news You're screaming inside, and frozen in time You did all that you could do The game was rigged, the ref got tricked The wrong ones think they're right You were outnumbered, this time  But only the young Only the young Only the young Only the young can run  Can run, so run and run and run  So everyday now, you brace for the sound You've only heard on TV You go to class, scared, wondering where The best hiding spot would be ...  ******* This Lyrics is NOT for Commercial use ******* (1409624132591)",157507
"138","Our Song","Taylor Swift",11,"I was ridin' shotgun with my hair undone In the front seat of his car He's got a one-hand feel on the steering wheel The other on my heart I look around, turn the radio down He says, ""Baby, is something wrong?"" I say, ""Nothing, I was just thinkin' how we don't have a song"" And he says  Our song is the slamming screen door Sneakin' out late, tapping on your window When we're on the phone, and you talk real slow 'Cause it's late, and your mama don't know Our song is the way you laugh The first date, ""Man, I didn't kiss her, and I should have"" And when I got home, 'fore I said, ""Amen"" Asking God if he could play it again  ...  ******* This Lyrics is NOT for Commercial use ******* (1409624132591)",201106
"139","Ours (Taylor’s Version)","Speak Now (Taylor's Version)",15,"Elevator buttons and morning air Strangers' silence makes me wanna take the stairs If you were here, we'd laugh about their vacant stares But right now, my time is theirs  Seems like there's always someone who disapproves They'll judge it like they know about me and you And the verdict comes from those with nothing else to do The jury's out, but my choice is you  So don't you worry your pretty little mind People throw rocks at things that shine And life makes love look hard The stakes are high, the water's rough But this love is ours ...  ******* This Lyrics is NOT for Commercial use ******* (1409624132591)",235803
"140","Out Of The Woods (Taylor's Version)","1989 (Taylor's Version) [Deluxe]",4,"Looking at it now It all seems so simple We were lying on your couch I remember  You took a Polaroid of us Then discovered (then discovered) The rest of the world was black and white But we were in screaming color And I remember thinking  Are we out of the woods yet? Are we out of the woods yet? Are we out of the woods yet? Are we out of the woods? Are we in the clear yet? Are we in the clear yet? Are we in the clear yet, in the clear yet? Good Are we out of the woods yet? Are we out of the woods yet? Are we out of the woods yet? Are we out of the woods? Are we in the clear yet? Are we in the clear yet? Are we in the clear yet, in the clear yet? Good  Are we out of the woods?  Looking at it now Last December (last December) We were built to fall apart And fall back together (back together) ...  ******* This Lyrics is NOT for Commercial use ******* (1409624132591)",235800
"141","Paper Rings","Lover",8,"The moon is high Like your friends were the night that we first met Went home and tried to stalk you on the internet Now I've read all of the books beside your bed  The wine is cold Like the shoulder that I gave you in the street Cat and mouse for a month or two or three Now I wake up in the night and watch you breathe  (Ayy) Kiss me once 'cause you know I had a long night (oh) Kiss me twice 'cause it's gonna be alright (uh) Three times 'cause I've waited my whole life (one, two, one, two, three, four)  I like shiny things, but I'd marry you with paper rings Uh-huh, that's right Darling, you're the one I want, and I hate accidents, except when we went from friends to this Uh-huh, that's right Darling, you're the one I want  In paper rings, in picture frames, in dirty dreams Oh, you're the one I want  In the winter, in the icy outdoor pool ...  ******* This Lyrics is NOT for Commercial use ******* (1409624132591)",222400
"142","Paris","Midnights (The Til Dawn Edition)",16,"Your ex-friend's sister met someone at a club, and he kissed her Turns out it was that guy you hooked up with ages ago Some wannabe Z-lister And all the outfits were terrible 2003, unbearable Did you see the photos? No, I didn't but thanks though  I'm so in love that I might stop breathing Drew a map on your bedroom ceiling No, I didn't see the news 'Cause we were somewhere else Stumble down pretend alleyways Cheap wine make-believe it's Champagne I was taken by the view Like we were in Paris Like we were somewhere else Like we were in Paris We were somewhere else ...  ******* This Lyrics is NOT for Commercial use ******* (1409624132591)",196258
