"","track_name","album_name.y","track_number","lyrics_body","duration_ms"
"197","Tim McGraw","Taylor Swift",1,"He said the way my blue eyes shined Put those Georgia stars to shame that night I said, ""That's a lie"" Just a boy in a Chevy truck That had a tendency of gettin' stuck On back roads at night And I was right there beside him all summer long And then the time we woke up to find that summer gone  But when you think Tim McGraw I hope you think my favorite song The one we danced to all night long The moon like a spotlight on the lake When you think happiness I hope you think that little black dress Think of my head on your chest And my old faded blue jeans When you think Tim McGraw I hope you think of me  ...  ******* This Lyrics is NOT for Commercial use ******* (1409624132591)",232106
"198","Timeless (Taylor’s Version) (From The Vault)","Speak Now (Taylor's Version)",22,"Down the block there's an antique shop And something in my head said ""stop"", so I walked in On the counter was a cardboard box And the sign said photos 25 cents each  Black and white saw a 30s bride and Two lovers laughing on the porch of their first house The kind of love that you only find once in a lifetime The kind you don't put down  And that's when I called you, and it's so hard to explain But in those photos, I saw us instead And somehow I know that you and I would've found each other In another life you still would've turned my head  Even if we'd met on a crowded street in 1944 And you were headed off to fight in the war You still would've been mine We would've been timeless  I would've read your love letters every single night And prayed to God you'd be coming home all right And you would've been fine, we would've been timeless  'Cause I believe that we were supposed to find this So even in a different life You still would've been mine We would've been timeless ...  ******* This Lyrics is NOT for Commercial use ******* (1409624132591)",321396
"199","Today Was A Fairytale (Taylor’s Version)","Fearless (Taylor's Version)",20,"Today was a fairytale You were the prince I used to be a damsel in distress You took me by the hand, and you picked me up at six Today was a fairytale  Today was a fairytale  Today was a fairytale I wore a dress You wore a dark gray t-shirt You told me I was pretty when I looked like a mess Today was a fairytale  Time slows down Whenever you're around  Can you feel this magic in the air? It must have been the way you kissed me Fell in love when I saw you standing there It must have been the way Today was a fairytale It must have been the way Today was a fairytale ...  ******* This Lyrics is NOT for Commercial use ******* (1409624132591)",241822
"200","tolerate it","evermore (deluxe version)",5,"I sit and watch you reading with your head low I wake and watch you breathing with your eyes closed I sit and watch you I notice everything you do or don't do You're so much older and wiser, and I  I wait by the door like I'm just a kid Use my best colors for your portrait Lay the table with the fancy shit And watch you tolerate it If it's all in my head, tell me now Tell me I've got it wrong somehow I know my love should be celebrated But you tolerate it  I greet you with a battle hero's welcome ...  ******* This Lyrics is NOT for Commercial use ******* (1409624132591)",245440
"201","Treacherous (Taylor's Version)","Red (Taylor's Version)",3,"Put your lips close to mine As long as they don't touch Out of focus, eye to eye 'Til the gravity's too much  And I'll do anything you say If you say it with your hands And I'd be smart to walk away But you're quicksand  This slope is treacherous This path is reckless This slope is treacherous And I, I, I like it  I can't decide if it's a choice Getting swept away I hear the sound of my own voice Asking you to stay ...  ******* This Lyrics is NOT for Commercial use ******* (1409624132591)",242720
"202","Untouchable (Taylor’s Version)","Fearless (Taylor's Version)",15,"Untouchable like a distant diamond sky I'm reaching out and I just can't tell you why I'm caught up in you, I'm caught up in you  Untouchable, burning brighter than the sun And when you're close, I feel like coming undone  In the middle of the night when I'm in this dream It's like a million little stars spelling out your name You gotta come on, come on, say that we'll be together Come on, come on, little taste of heaven  Whoa, oh It's half full and I won't wait here all day I know you're saying that you'd be here anyway  But you're untouchable, burning brighter than the sun And now that you're close, I feel like coming undone ...  ******* This Lyrics is NOT for Commercial use ******* (1409624132591)",312107
"203","Vigilante Shit","Midnights (The Til Dawn Edition)",8,"Draw the cat eye, sharp enough to kill a man You did some bad things, but I'm the worst of them Sometimes I wonder which one will be your last lie They say looks can kill and I might try I don't dress for women I don't dress for men Lately I've been dressing for revenge  I don't start it but I can tell you how it ends Don't get sad, get even So on the weekends I don't dress for friends Lately I've been dressing for revenge  She needed cold hard proof so I gave her some ...  ******* This Lyrics is NOT for Commercial use ******* (1409624132591)",164801
"204","We Are Never Ever Getting Back Together (Taylor's Version)","Red (Taylor's Version)",8,"I remember when we broke up the first time Saying, ""This is it, I've had enough"" 'Cause like, we hadn't seen each other in a month When you said you needed space What?  Then you come around again and say ""Baby, I miss you, and I swear I'm gonna change, trust me"" Remember how that lasted for a day? I say, ""I hate you"", we break up, you call me, ""I love you""  Ooh, ooh-ooh-ooh-ooh We called it off again last night but Ooh, ooh-ooh-ooh-ooh This time, I'm telling you, I'm telling you  We are never, ever, ever getting back together We are never, ever, ever getting back together You go talk to your friends, talk to my friends, talk to me But we are never, ever, ever, ever getting back together ...  ******* This Lyrics is NOT for Commercial use ******* (1409624132591)",193146
"205","We Were Happy (Taylor’s Version) (From The Vault)","Fearless (Taylor's Version)",23,"We used to walk along the streets When the porch lights were shining bright Before I had somewhere to be Back when we had all night And we were happy  I do recall a good while back We snuck into the circus You threw your arms around my neck Back when I deserved it And we were happy  When it was good baby, it was good, baby We showed 'em all up No one could touch the way we laughed in the dark ...  ******* This Lyrics is NOT for Commercial use ******* (1409624132591)",244236
"206","Welcome To New York (Taylor's Version)","1989 (Taylor's Version) [Deluxe]",1,"Walkin' through a crowd, the village is aglow Kaleidoscope of loud heartbeats under coats Everybody here wanted somethin' more Searchin' for a sound we hadn't heard before And it said  Welcome to New York, it's been waitin' for you Welcome to New York, welcome to New York Welcome to New York, it's been waitin' for you Welcome to New York, welcome to New York It's a new soundtrack, I could dance to this beat, beat forevermore The lights are so bright, but they never blind me, me Welcome to New York, it's been waitin' for you Welcome to New York, welcome to New York  When we first dropped our bags on apartment floors ...  ******* This Lyrics is NOT for Commercial use ******* (1409624132591)",212600
"207","When Emma Falls in Love (Taylor’s Version) (From The Vault)","Speak Now (Taylor's Version)",18,"When Emma falls in love, she paces the floor Closes the blinds and locks the door  When Emma falls in love, she calls up her mom Jokes about the ways that this one could go wrong  She waits and takes her time 'Cause little Miss Sunshine always thinks it's gonna rain  When Emma falls in love, I know that boy will never be the same  'Cause she's the kind of book that you can't put down Like if Cleopatra grew up in a small town And all the bad boys would be good boys If they only had a chance to love her And to tell you the truth, sometimes I wish I was her  ...  ******* This Lyrics is NOT for Commercial use ******* (1409624132591)",252385
"208","White Horse (Taylor’s Version)","Fearless (Taylor's Version)",5,"Say you're sorry, that face of an angel Comes out just when you need it to As I paced back and forth all this time 'Cause I honestly believed in you Holdin' on, the days drag on Stupid girl, I should've known, I should've known  That I'm not a princess, this ain't a fairytale I'm not the one you'll sweep off her feet Lead her up the stairwell This ain't Hollywood, this is a small town I was a dreamer before you went and let me down Now it's too late for you and your white horse To come around  Maybe I was naive, got lost in your eyes ...  ******* This Lyrics is NOT for Commercial use ******* (1409624132591)",234515
"209","Wildest Dreams (Taylor's Version)","1989 (Taylor's Version) [Deluxe]",9,"He said, ""Let's get out of this town Drive out of the city, away from the crowds"" I thought, ""Heaven can't help me now"" Nothing lasts forever But this is gonna take me down  He's so tall, and handsome as hell He's so bad, but he does it so well I can see the end as it begins My one condition is  Say you'll remember me standing in a nice dress Staring at the sunset, babe Red lips and rosy cheeks Say you'll see me again Even if it's just in your wildest dreams, ah-ah, ha Wildest dreams, ah-ah, ha  I said, ""No one has to know what we do"" His hands are in my hair, his clothes are in my room And his voice is a familiar sound ...  ******* This Lyrics is NOT for Commercial use ******* (1409624132591)",220433
"210","willow","evermore (deluxe version)",1,"I'm like the water when your ship rolled in that night Rough on the surface, but you cut through like a knife And if it was an open-shut case I never would've known from that look on your face Lost in your current like a priceless wine  The more that you say, the less I know Wherever you stray, I follow I'm begging for you to take my hand Wreck my plans, that's my man  Life was a willow, and it bent right to your wind Head on the pillow, I can feel you sneaking in As if you were a mythical thing Like you were a trophy or a champion ring But there was one prize I'd cheat to win  The more that you say, the less I know Wherever you stray, I follow I'm begging for you to take my hand Wreck my plans, that's my man ...  ******* This Lyrics is NOT for Commercial use ******* (1409624132591)",214706
"211","Wonderland (Taylor's Version)","1989 (Taylor's Version) [Deluxe]",14,"Flashin' lights and we took a wrong turn And we fell down a rabbit hole  You held on tight to me 'Cause nothing's as it seems And spinning out of control  Didn't they tell us, ""Don't rush into things""? Didn't you flash your green eyes at me? Haven't you heard what becomes of curious minds? Ooh, didn't it all seem new and exciting? I felt your arms twistin' around me I should've slept with one eye open at night  We found Wonderland, you and I got lost in it And we pretended it could last forever, eh, eh We found Wonderland, you and I got lost in it And life was never worse, but never better, eh, eh  (Eh, eh, eh, eh, eh) in Wonderland (Eh, eh, eh, eh, eh) in Wonderland (Eh, eh, eh, eh, eh) in Wonderland ...  ******* This Lyrics is NOT for Commercial use ******* (1409624132591)",245566
"212","Would've, Could've, Should've","Midnights (The Til Dawn Edition)",19,"If you would've blinked, then I would've Looked away at the first glance If you tasted poison, you could've Spit me out at the first chance If I was some paint, did it splatter On a promising grown man And if I was a child, did it matter If you got to wash your hands  Oh, all I used to do was pray Would've, could've, should've If you'd never looked my way  I would've stayed On my knees And I damn sure never would've danced with the devil At nineteen, and the god's honest truth is that the pain was heaven And now that I'm grown I'm scared of ghosts Memories feel like weapons And now that I know I wish you'd left me wondering  If you never touched me, I would've Gone along with the righteous If I never blushed then they could've Never whispered about this And if you never saved me from boredom I could've gone on as I was But lord, you made me feel important And then you tried to erase us ...  ******* This Lyrics is NOT for Commercial use ******* (1409624132591)",260361
"213","You All Over Me (feat. Maren Morris) (Taylor’s Version) (From The Vault)","Fearless (Taylor's Version)",21,"Once the last drop of rain has dried off the pavement Shouldn't I find a stain? But I never do The way the tires turn stones on old county roads They leave it muddy underneath, reminds me of you  You find graffiti on the walls of old bathroom stalls You know you can scratch it right off, it's how it used to be But like the dollar in your pocket, it's been spent and traded in You can't change where it's been, reminds me of me  I lived, and I learned, had you, got burned Held out and held on, God knows, too long ...  ******* This Lyrics is NOT for Commercial use ******* (1409624132591)",220839
"214","You Are In Love (Taylor's Version)","1989 (Taylor's Version) [Deluxe]",15,"One look, dark room Meant just for you Time moved too fast You play it back Buttons on a coat Lighthearted joke No proof, not much But you saw enough  Small talk, he drives Coffee at midnight The light reflects The chain on your neck He says, ""Look up"" And your shoulders brush No proof, one touch But you felt enough  You can hear it in the silence (silence), silence (silence), you You can feel it on the way home (way home), way home (way home), you You can see it with the lights out (lights out), lights out (lights out) You are in love True love You are in love  Morning, his place ...  ******* This Lyrics is NOT for Commercial use ******* (1409624132591)",267389
"215","You Belong With Me (Taylor’s Version)","Fearless (Taylor's Version)",6,"You're on the phone with your girlfriend, she's upset She's going off about something that you said 'Cause she doesn't get your humor like I do I'm in my room, it's a typical Tuesday night I'm listening to the kind of music she doesn't like And she'll never know your story like I do  'Cause she wears short skirts, I wear t-shirts She's cheer captain and I'm on the bleachers Dreaming 'bout the day when you wake up and find That what you're looking for has been here the whole time  If you could see that I'm the one who understands you Been here all along, so why can't you see? You belong with me, you belong with me  Walk in the streets with you in your worn-out jeans I can't help thinking this is how it ought to be Laughing on a park bench thinking to myself ...  ******* This Lyrics is NOT for Commercial use ******* (1409624132591)",231124
"216","You Need To Calm Down","Lover",14,"You are somebody that I don't know But you're taking shots at me like it's Patrón And I'm just like ""Damn, it's 7:00 a.m."" Say it in the street, that's a knock-out But you say it in a Tweet, that's a cop-out And I'm just like, ""Hey, are you okay?""  And I ain't trying to mess with your self-expression But I've learned the lesson that stressin' And obsessin' 'bout somebody else is no fun And snakes and stones never broke my bones so  So, oh-oh, oh-oh, oh-oh, oh-oh, oh-oh You need to calm down You're being too loud And I'm just like oh-oh, oh-oh, oh-oh, oh-oh, oh-oh (oh) You need to just stop Like, can you just not step on my gown? ...  ******* This Lyrics is NOT for Commercial use ******* (1409624132591)",171360
"217","You’re Losing Me (From The Vault)","You're Losing Me (From The Vault)",1,"You say, ""I don't understand, "" and I say, ""I know you don't"" We thought a cure would come through in time, now, I fear it won't Remember lookin' at this room, we loved it 'cause of the light Now, I just sit in the dark and wonder if it's time  Do I throw out everything we built or keep it? I'm getting tired even for a phoenix Always risin' from the ashes Mendin' all her gashes You might just have dealt the final blow  Stop, you're losin' me Stop, you're losin' me Stop, you're losin' me I can't find a pulse My heart won't start anymore For you 'Cause you're losin' me  Every morning, I glared at you with storms in my eyes How can you say that you love someone you can't tell is dying? I sent you signals and bit my nails down to the quick My face was gray, but you wouldn't admit that we were sick ...  ******* This Lyrics is NOT for Commercial use ******* (1409624132591)",277831
"218","You’re Not Sorry (Taylor’s Version)","Fearless (Taylor's Version)",9,"All this time I was wasting hoping you would come around I've been giving out chances every time and all you do is let me down And it's taken me this long, baby, but I've figured you out And you're thinking we'll be fine again but not this time around  You don't have to call anymore I won't pick up the phone This is the last straw Don't wanna hurt anymore And you can tell me that you're sorry but I don't believe you, baby, like I did before You're not sorry No, no, oh-oh  You're looking so innocent, I might believe you if I didn't know Could've loved you all my life if you hadn't left me waiting in the cold And you got your share of secrets and I'm tired of being last to know, oh ...  ******* This Lyrics is NOT for Commercial use ******* (1409624132591)",261842
"219","You're On Your Own, Kid","Midnights (The Til Dawn Edition)",5,"Summer went away Still, the yearning stays I play it cool with the best of them I wait patiently He's gonna notice me It's okay, we're the best of friends Anyway  I hear it in your voice You're smoking with your boys I touch my phone as if it's your face I didn't choose this town I dream of getting out There's just one who could make me stay All my days  From sprinkler splashes to fireplace ashes I waited ages to see you there I search the party of better bodies Just to learn that you never cared ...  ******* This Lyrics is NOT for Commercial use ******* (1409624132591)",194206
